var_desc,var,var_desc_ewas,Matched Unit,Unit Type,ID,Test Name,Specimen,Cell Type,Low CU,High CU,Conventional Units,Low SI,High SI,SI Units,Effect,Test Method Type,Gender,Age_group,Testing time,Tests Anatomical Position,Blood level,Infection Type,Other conditions,Source,Comments
Globulin (g/dL),LBXSGB,biochemistry,g/dL,Conventional Unit,#740,Globulins:,Serum, -,2.5,3.5,g/dL,25,35,g/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Globulin (g/L),LBDSGBSI,biochemistry,g/L,SI Unit,#740,Globulins:,Serum, -,2.5,3.5,g/dL,25,35,g/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Globulin (g/dL),LBXSGB,biochemistry,g/dL,Conventional Unit,#741,a1-Globulins,Serum, -,0.2,0.4,g/dL,2,4,g/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Globulin (g/L),LBDSGBSI,biochemistry,g/L,SI Unit,#741,a1-Globulins,Serum, -,0.2,0.4,g/dL,2,4,g/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Globulin (g/dL),LBXSGB,biochemistry,g/dL,Conventional Unit,#742,a2-Globulins,Serum, -,0.5,0.9,g/dL,5,9,g/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Globulin (g/L),LBDSGBSI,biochemistry,g/L,SI Unit,#742,a2-Globulins,Serum, -,0.5,0.9,g/dL,5,9,g/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Globulin (g/dL),LBXSGB,biochemistry,g/dL,Conventional Unit,#743,Beta-Globulins,Serum, -,0.6,1.1,g/dL,6,11,g/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Globulin (g/L),LBDSGBSI,biochemistry,g/L,SI Unit,#743,Beta-Globulins,Serum, -,0.6,1.1,g/dL,6,11,g/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Globulin (g/dL),LBXSGB,biochemistry,g/dL,Conventional Unit,#744,Gamma-Globulins,Serum, -,0.7,1.7,g/dL,7,17,g/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Globulin (g/L),LBDSGBSI,biochemistry,g/L,SI Unit,#744,Gamma-Globulins,Serum, -,0.7,1.7,g/dL,7,17,g/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#745,Beta2-Microglobulin,Serum, -,0.7,1.8,ug/mL, -, -, -, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#746,"Glucose, 2-h postprandial",Plasma, -, -,< 140 ,mg/dL, -,<7.8,mmol/L, -, -, -, -,2 h, -, -, -, -,Merck's Manual, -
Fasting Glucose (mg/dL),LBXGLU,biochemistry,mg/dL,Conventional Unit,#747,"Glucose, Fasting",Plasma, -,70,105,mg/dL,3.9,5.8,mmol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Fasting Glucose (mmol/L),LBDGLUSI,biochemistry,mmol/L,SI Unit,#747,"Glucose, Fasting",Plasma, -,70,105,mg/dL,3.9,5.8,mmol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Glucose (mmol/L),LBDSGLSI,biochemistry,mmol/L,SI Unit,#747,"Glucose, Fasting",Plasma, -,70,105,mg/dL,3.9,5.8,mmol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Glucose (mg/dL),LBXSGL,biochemistry,mg/dL,Conventional Unit,#747,"Glucose, Fasting",Plasma, -,70,105,mg/dL,3.9,5.8,mmol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Glucose (mg/dL),LB2SGL,biochemistry,mg/dL,Conventional Unit,#747,"Glucose, Fasting",Plasma, -,70,105,mg/dL,3.9,5.8,mmol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#748,Glucose-6-phosphate dehydrogenase (G6PD),Blood, -,5,15,U/g Hb,0.32,0.97,mU/ mol Hb, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Gamma glutamyl transferase (U/L),LBXSGTSI,biochemistry,U/L,Conventional Unit,#749,Gamma-Glutamyl transpeptidase (GGT),Serum, -,8,78,U/L, -, -, -, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#750,"Growth hormone, After oral glucose",Plasma, -, -,< 2 ,ng/mL, -,<2,ug/L, -, -, -, -, -, -, -, -,After oral glucose,Merck's Manual, -
 - , - , - , - , - ,#751,"Growth hormone, In response to provocative stimuli",Plasma, -,> 7 , - ,ng/mL,>7, -,ug/L, -, -, -, -, -, -, -, -,In response to provocative stimuli,Merck's Manual, -
 - , - , - , - , - ,#752,Haptoglobin,Serum, -,30,200,mg/dL,300,2000,mg/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Hematocrit (%),LBXHCT,blood,%,Conventional Unit,#753,Hematocrit,Blood, -,36,47,%, -, -, -, -, -,Female, -, -, -, -, -, -,Merck's Manual, -
Hematocrit (%),LBXHCT,blood,%,Conventional Unit,#754,Hematocrit,Blood, -,41,51,%, -, -, -, -, -,Male, -, -, -, -, -, -,Merck's Manual, -
Hemoglobin (g/dL),LBXHGB,blood,g/dL,Conventional Unit,#755,Hemoglobin,Blood, -,12,16,g/dL,120,160,g/L, -, -,Female, -, -, -, -, -, -,Merck's Manual, -
Hemoglobin (g/dL),LBXHGB,blood,g/dL,Conventional Unit,#756,Hemoglobin,Blood, -,14,17,g/dL,140,170,g/L, -, -,Male, -, -, -, -, -, -,Merck's Manual, -
Glycohemoglobin (%),LBXGH,biochemistry,%,Conventional Unit,#757,Hemoglobin A1c,Blood, -,4.7,8.5,%, -, -, -, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Glycohemoglobin (%),LB2GH,biochemistry,%,Conventional Unit,#757,Hemoglobin A1c,Blood, -,4.7,8.5,%, -, -, -, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#758,Hb A1 (Hemoglobin electrophoresis),Blood, -,95,98,%, -, -, -, -, -, -,Adults, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#759,Hb A2 (Hemoglobin electrophoresis),Blood, -,2,3,%, -, -, -, -, -, -,Adults, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#760,Hb C (Hemoglobin electrophoresis),Blood, -,0, -,%, -, -, -, -, -, -,Adults, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#761,Hb F (Hemoglobin electrophoresis),Blood, -,0.8,2,%, -, -, -, -, -, -,Adults, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#762,Hb S (Hemoglobin electrophoresis),Blood, -,0, -,%, -, -, -, -, -, -,Adults, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#763,"Hb F (Hemoglobin electrophoresis), Children",Blood, -,50,80,%, -, -, -, -, -, -,Neonate, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#764,"Hb F (Hemoglobin electrophoresis), Children",Blood, -, -,8,%, -, -, -, -, -, -,16 mo, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#765,"Hb F (Hemoglobin electrophoresis), Children",Blood, -,1,2,%, -, -, -, -, -, -,> 6 mo, -, -, -, -, -,Merck's Manual, -
Homocysteine (umol/L),LBXHCY,biochemistry,umol/L,SI Unit,#766,Homocysteine,Plasma, -,0.4,1.89,mg/L,3,14,umol/L, -, -,Female, -, -, -, -, -, -,Merck's Manual, -
Homocysteine (umol/L),LBXHCY,biochemistry,umol/L,SI Unit,#767,Homocysteine,Plasma, -,0.54,2.16,mg/L,4,16,umol/L, -, -,Male, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#768,"Human chorionic gonadotropin (hCG), quantitative",Serum, -, -,< 5,mIU/mL, -, -, -, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#769,IgA (Immunoglobulins),Serum, -,70,300,mg/dL,0.7,3,g/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#770,IgD (Immunoglobulins),Serum, -, -,< 8,mg/dL, -,<80,mg/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#771,IgE (Immunoglobulins),Serum, -,0.01,0.04,mg/dL,0.1,0.4,mg/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#772,IgG (Immunoglobulins),Serum, -,640,1430,mg/dL,6.4,14.3,g/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#773,IgG1 (Immunoglobulins),Serum, -,280,1020,mg/dL,2.8,10.2,g/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#774,IgG2 (Immunoglobulins),Serum, -,60,790,mg/dL,0.6,7.9,g/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#775,IgG3 (Immunoglobulins),Serum, -,14,240,mg/dL,0.14,2.4,g/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#776,IgG4 (Immunoglobulins),Serum, -,11,330,mg/dL,0.11,3.3,g/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#777,IgM (Immunoglobulins),Serum, -,20,140,mg/dL,0.2,1.4,g/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Insulin: SI(pmol/L),LBDINSI,hormone,pmol/L,SI Unit,#778,"Insulin, fasting",Serum, -,1.4,14,uIU/mL,10,104,pmol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Insulin (pmol/L),LBDINSI,hormone,pmol/L,SI Unit,#778,"Insulin, fasting",Serum, -,1.4,14,uIU/mL,10,104,pmol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Insulin: SI(pmol/L),LBXINSI,hormone,pmol/L,SI Unit,#778,"Insulin, fasting",Serum, -,1.4,14,uIU/mL,10,104,pmol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Insulin (pmol/L),LBDINSI,biochemistry,pmol/L,SI Unit,#778,"Insulin, fasting",Serum, -,1.4,14,uIU/mL,10,104,pmol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Insulin: SI(pmol/L),LB2INSI,biochemistry,pmol/L,SI Unit,#778,"Insulin, fasting",Serum, -,1.4,14,uIU/mL,10,104,pmol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#779,International normalized ratio (INR),Plasma, -,2,3, -, -, -, -,Therapeutic, -, -, -, -, -, -, -,Standard intensity therapy,Merck's Manual, -
 - , - , - , - , - ,#780,International normalized ratio (INR),Plasma, -,2.5,3.5, -, -, -, -,Therapeutic, -, -, -, -, -, -, -,"Therapeutic range in patients at higher risk (eg, patients with prosthetic heart valves)",Merck's Manual, -
 - , - , - , - , - ,#781,International normalized ratio (INR),Plasma, -,3,3.5, -, -, -, -,Therapeutic, -, -, -, -, -, -, -,Therapeutic range in patients with lupus anticoagulant,Merck's Manual, -
Iron (ug/dL),LBXSIR,biochemistry,ug/dL,Conventional Unit,#782,Iron,Serum, -,60,160,ug/dL,11,29,umol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Iron (umol/L),LBDSIRSI,biochemistry,umol/L,SI Unit,#782,Iron,Serum, -,60,160,ug/dL,11,29,umol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Iron (umol/L),LBDIRNSI,nutrients,umol/L,SI Unit,#782,Iron,Serum, -,60,160,ug/dL,11,29,umol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Iron (ug/dL),LBXIRN,nutrients,ug/dL,Conventional Unit,#782,Iron,Serum, -,60,160,ug/dL,11,29,umol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Iron (ug/dL),LB2SIR,biochemistry,ug/dL,Conventional Unit,#782,Iron,Serum, -,60,160,ug/dL,11,29,umol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Iron (umol/L),LB2SIRSI,biochemistry,umol/L,SI Unit,#782,Iron,Serum, -,60,160,ug/dL,11,29,umol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Total iron binding capacity (ug/dL),LBXTIB,biochemistry,ug/dL,Conventional Unit,#783,"Iron-binding capacity, total (TIBC)",Serum, -,250,460,ug/dL,45,82,umol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Total iron binding capacity (umol/L),LBDTIBSI,biochemistry,umol/L,SI Unit,#783,"Iron-binding capacity, total (TIBC)",Serum, -,250,460,ug/dL,45,82,umol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Lactate dehydrogenase LDH (U/L),LBXSLDSI,biochemistry,U/L,Conventional Unit,#784,Lactate dehydrogenase (LDH),Serum, -,60,160,U/L,1,1.67,ukat/L, -, -, -, -, -, -, -, -, -,Merck's Manual,ukat = microkatal.
Lactate dehydrogenase (U/L),LBXSLDSI,biochemistry,U/L,Conventional Unit,#784,Lactate dehydrogenase (LDH),Serum, -,60,160,U/L,1,1.67,ukat/L, -, -, -, -, -, -, -, -, -,Merck's Manual,ukat = microkatal.
Lactate dehydrogenase (U/L),LB2SLDSI,biochemistry,U/L,Conventional Unit,#784,Lactate dehydrogenase (LDH),Serum, -,60,160,U/L,1,1.67,ukat/L, -, -, -, -, -, -, -, -, -,Merck's Manual,ukat = microkatal.
 - , - , - , - , - ,#785,"Lactic acid, venous",Blood, -,6,16,mg/dL,0.67,1.8,mmol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#786,Lactose tolerance test,Plasma, -,> 15, -,mg/dL increase in plasma glucose level,>0.83, -,mmol/L increase in plasma glucose level, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Lead (ug/dL),LBXBPB,heavy metals,ug/dL,Conventional Unit,#787,Lead,Blood, -, -,< 40,ug/dL, -,<1.9,umol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Lead (umoL/L),LBDBPBSI,heavy metals,umoL/L,SI Unit,#787,Lead,Blood, -, -,< 40,ug/dL, -,<1.9,umol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Lead (umol/L),LBDBPBSI,heavy metals,umol/L,SI Unit,#787,Lead,Blood, -, -,< 40,ug/dL, -,<1.9,umol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Blood lead (ug/dL),LBXBPB,heavy metals,ug/dL,Conventional Unit,#787,Lead,Blood, -, -,< 40,ug/dL, -,<1.9,umol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Blood lead (umol/L),LBDBPBSI,heavy metals,umol/L,SI Unit,#787,Lead,Blood, -, -,< 40,ug/dL, -,<1.9,umol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#788,Leukocyte alkaline phosphatase (LAP) score,Peripheral blood smear, -,13,130/100,/polymorphonuclear (PMN) leukocyte neutrophils and bands, -, -, -, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#789,Lipase,Serum, -, -,< 95,U/L, -,<1.58,ukat/L, -, -, -, -, -, -, -, -, -,Merck's Manual,ukat = microkatal.
 - , - , - , - , - ,#790,Lipoprotein (a) [Lp(a)],Serum, -, -,<=30,mg/dL, -,<1.1,umol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#791,Luteinizing hormone (LH),Serum, -,5,22,mU/mL,5,22,U/L, -, -,Female, -, -, -, -, -,Follicular or luteal phase,Merck's Manual, -
 - , - , - , - , - ,#792,Luteinizing hormone (LH),Serum, -,30,250,mU/mL,30,250,U/L, -, -,Female, -, -, -, -, -,Midcycle peak,Merck's Manual, -
 - , - , - , - , - ,#793,Luteinizing hormone (LH),Serum, -,> 30, -, mU/mL,>30, -,U/L, -, -,Female, -, -, -, -, -,Postmenopausal,Merck's Manual, -
 - , - , - , - , - ,#794,Luteinizing hormone (LH),Serum, -,3,15,mU/mL,3,15,U/L, -, -,Male, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#795,Magnesium,Serum, -,1.5,2.4,mg/dL,0.62,0.99,mmol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#796,Manganese,Serum, -,0.3,0.9,ng/mL,5.5,16.4,nmol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Mean cell hemoglobin (pg),LBXMCHSI,blood,pg,Conventional Unit,#797,Mean corpuscular hemoglobin (MCH),Blood, -,28,32,pg, -, -, -, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#798,Mean corpuscular hemoglobin concentration (MCHC),Blood, -,32,36,g/dL,320,360,g/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Mean cell volume (fL),LBXMCVSI,blood,fL,Conventional Unit,#799,Mean corpuscular volume (MCV),Blood, -,80,100,fL, -, -, -, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#800,"Metanephrines, free (Metanephrines, fractionated)",Plasma, -, -,< 0.50,nmol/L, -, -, -, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#801,"Normetanephrines, free (Metanephrines, fractionated)",Plasma, -, -,< 0.90,nmol/L, -, -, -, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#802,Methemoglobin,Blood, -, -,< 1.0,%, -, -, -, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#803,Methylmalonic acid (MMA),Serum, -,150,370,nmol/L, -, -, -, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#804,Myeloperoxidase (MPO) antibodies,Serum, -, -,< 6.0,U/mL, -, -, -, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#805,Myoglobin,Serum, -,25,58,ug/L,1.4,3.5,nmol/L, -, -,Female, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#806,Myoglobin,Serum, -,28,72,ug/L,1.6,4.1,nmol/L, -, -,Male, -, -,Supine, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#807,Norepinephrine,Plasma, -,50,440,pg/mL,0.3,2.6,nmol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#808,N-Terminal propeptide of BNP (NT-proBNP),Plasma, -, -,< 125,pg/mL, -, -, -, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#809,5'-Nucleotidase (5'NT),Serum, -,4,11.5,U/L, -, -, -, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Osmolality (mmol/Kg),LBXSOSSI,biochemistry,mmol/Kg,SI Unit,#810,Osmolality,Plasma, -,275,295,mOsm/kg,275,295,mmol/ kg H2O, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Osmolality: SI (mmol/Kg),LBXSOSSI,biochemistry,mmol/Kg,SI Unit,#810,Osmolality,Plasma, -,275,295,mOsm/kg,275,295,mmol/ kg H2O, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#811,Osmotic fragility test,Blood, -, -, -,Increased fragility if hemolysis occurs in > 0.5% NaCl , -, -, -,Increased fragility, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#812,Osmotic fragility test,Blood, -, -, -,Decreased fragility if hemolysis is incomplete in 0.3% NaCl, -, -, -,Decreased fragility, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#813,Oxygen partial pressure (PO2),Blood, -,80,100,mm Hg, -, -, -, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Parathyroid Hormone(Elecys method) pg/mL,LBXPT21,hormone,pg/mL,Conventional Unit,#814,Parathyroid hormone (PTH),Serum, -,10,65,pg/mL,10,65,ng/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#815,Parathyroid hormonerelated peptide (PTHrP),Plasma, -, -,< 2.0 ,pmol/L, -, -, -, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#816,"Partial thromboplastin time, activated (aPTT)",Plasma, -,25,35,sec, -, -, -, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#817,pH,Blood, -,7.38,7.44, -, -, -, -, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Phosphorus (mg/dL),LBXSPH,biochemistry,mg/dL,Conventional Unit,#818,"Phosphorus, inorganic",Serum, -,3,4.5,mg/dL,0.97,1.45,mmol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Phosphorus (mmol/L),LBDSPHSI,nutrients,mmol/L,SI Unit,#818,"Phosphorus, inorganic",Serum, -,3,4.5,mg/dL,0.97,1.45,mmol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Phosphorus (mg/dL),LBXSPH,nutrients,mg/dL,Conventional Unit,#818,"Phosphorus, inorganic",Serum, -,3,4.5,mg/dL,0.97,1.45,mmol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Phosphorus (mmol/L),LBDSPHSI,biochemistry,mmol/L,SI Unit,#818,"Phosphorus, inorganic",Serum, -,3,4.5,mg/dL,0.97,1.45,mmol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Phosphorus (mg/dL),LB2SPH,biochemistry,mg/dL,Conventional Unit,#818,"Phosphorus, inorganic",Serum, -,3,4.5,mg/dL,0.97,1.45,mmol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Phosphorus (mmol/L),LB2SPHSI,biochemistry,mmol/L,SI Unit,#818,"Phosphorus, inorganic",Serum, -,3,4.5,mg/dL,0.97,1.45,mmol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Platelet count (1000 cells/uL),LBXPLTSI,blood,1000 cells/uL,Conventional Unit,#819,Platelet count,Blood, -,150,350,x 10^3/uL,150,350,x 10^9/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Platelet count SI (1000 cells/uL),LBXPLTSI,blood,1000 cells/uL,Conventional Unit,#819,Platelet count,Blood, -,150,350,x 10^3/uL,150,350,x 10^9/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#820,"Platelet life span, using chromium-51 (51Cr)", -, -,8,12,days, -, -, -, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#821,Porphyrins,Plasma, -, -,<=1.0,ug/dL, -, -, -, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Potassium (mmol/L),LBXSKSI,biochemistry,mmol/L,SI Unit,#822,Potassium,Serum, -,3.5,5,mEq/L,3.5,5,mmol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Potassium: SI (mmol/L),LBXSKSI,biochemistry,mmol/L,SI Unit,#822,Potassium,Serum, -,3.5,5,mEq/L,3.5,5,mmol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Potassium (mmol/L),LB2SKSI,biochemistry,mmol/L,SI Unit,#822,Potassium,Serum, -,3.5,5,mEq/L,3.5,5,mmol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#823,Prealbumin (transthyretin),Serum, -,18,45,mg/dL, -, -, -, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#824,Progesterone,Serum, -, -,< 1,ng/mL, -,<0.03,nmol/L, -, -, -, -, -, -, -, -,Follicular phase,Merck's Manual, -
 - , - , - , - , - ,#825,Progesterone,Serum, -,3,30,ng/mL,0.1,0.95,nmol/L, -, -, -, -, -, -, -, -,Luteal phase,Merck's Manual, -
 - , - , - , - , - ,#826,Prolactin,Serum, -, -,< 20,ug/L, -,<870,pmol/L,Female, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#827,Prolactin,Serum, -, -,< 15,ug/L, -,<652,pmol/L,Male, -, -, -, -, -, -, -, -,Merck's Manual, -
Total prostate specific antigen (ng/mL),LBXP1,biochemistry,ng/mL,Conventional Unit,#828,"Prostate-specific antigen, total (PSA-T)",Serum, -,0,4,ng/mL, -, -, -, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#829,"Prostate-specific antigen, ratio of free to total (PSA-F:PSA-T)",Serum, -,> 0.25, -, -, -, -, -, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#830,Protein C activity,Plasma, -,67,131,%, -, -, -, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#831,"Protein C resistance, activated ratio (APC-R)",Plasma, -,2.2,2.6, -, -, -, -, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#832,Protein S activity,Plasma, -,82,144,%, -, -, -, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Total protein (g/dL),LBXSTP,biochemistry,g/dL,Conventional Unit,#833,"Protein, total",Serum, -,6,7.8,g/dL,60,78,g/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Total protein (g/L),LBDSTPSI,biochemistry,g/L,SI Unit,#833,"Protein, total",Serum, -,6,7.8,g/dL,60,78,g/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
"Protein, total (g/L)",LBDSTPSI,biochemistry,g/L,SI Unit,#833,"Protein, total",Serum, -,6,7.8,g/dL,60,78,g/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
"Protein, total (g/dL)",LBXSTP,biochemistry,g/dL,Conventional Unit,#833,"Protein, total",Serum, -,6,7.8,g/dL,60,78,g/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
"Protein, total (g/dL)",LB2STP,biochemistry,g/dL,Conventional Unit,#833,"Protein, total",Serum, -,6,7.8,g/dL,60,78,g/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Total protein (g/L),LB2STPSI,biochemistry,g/L,SI Unit,#833,"Protein, total",Serum, -,6,7.8,g/dL,60,78,g/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#834,Prothrombin time (PT),Plasma, -,11,13,sec, -, -, -, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#835,Pyruvate,Blood, -,0.08,0.16,mmol/L, -, -, -, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Red blood cell count (million cells/uL),LBXRBCSI,blood,million cells/uL,Conventional Unit,#836,RBC count,Blood, -,4.2,5.9,x 10^6cells/uL,4.2,5.9,x 10^12cells/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#837,"RBC survival rate, using 51Cr",Blood, -,T1/2= 28 days, -,days, -, -, -, -,using51Cr, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#838,"Renin activity, plasma (PRA), upright, Sodium-depleted",Plasma, -,2.9,24,ng/mL/h, -, -, -, -, -,Male and Female,18-39 yr, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#839,"Renin activity, plasma (PRA), upright, Sodium-repleted",Plasma, -,0.6 (or lower),4.3,ng/mL/h, -, -, -, -, -,Male and Female,18-39 yr, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#840,"Reticulocyte count, Percentage",Blood, -,0.5,1.5,%, -, -, -, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#841,"Reticulocyte count, Absolute",Blood, -,23,90,x 10^3/uL,23,90,x 10^9/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
 - , - , - , - , - ,#842,Rheumatoid factor (RF),Serum, -, -,< 40,U/mL, -,<40,kU/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
Sodium (mmol/L),LBXSNASI,biochemistry,mmol/L,SI Unit,#843,Sodium,Serum, -,136,145,mEq/L,136,145,mmol/L, -, -, -, -, -, -, -, -, -,Merck's Manual, -
